Text,Label
I notice tiny details others seem to miss.....................................................,Autism Spectrum Disorder (ASD)
I notice tiny details others seem to miss.................................................... ,Autism Spectrum Disorder (ASD)
My face doesn't always match how I feel inside.,Autism Spectrum Disorder (ASD)
My face doesn't always match how i feel inside.,Autism Spectrum Disorder (ASD)
Sometimes I repeat words or phrases under my breath.,Autism Spectrum Disorder (ASD)
Sometimes i repeat words or phrases under my breath.,Autism Spectrum Disorder (ASD)
I don't understand small talk. It feels pointless.,Autism Spectrum Disorder (ASD)
I don't understand small talk. it feels pointless.,Autism Spectrum Disorder (ASD)
I struggle with facial recognition even for familiar people.,Autism Spectrum Disorder (ASD)
"I struggle with facial recognition, even for familiar people.",Autism Spectrum Disorder (ASD)
I get very attached to certain objects or routines. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to,Autism Spectrum Disorder (ASD)
i get very attached to certain objects or routines. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached to them. i get very attached,Autism Spectrum Disorder (ASD)
How do I prepare for social interaction?,Autism Spectrum Disorder (ASD)
I need to prepare mentally for social interactions.,Autism Spectrum Disorder (ASD)
I enjoy solitude more than being with people.,Autism Spectrum Disorder (ASD)
I enjoy solitude more than people.,Autism Spectrum Disorder (ASD)
I always felt different like im on a different wavelength.,Autism Spectrum Disorder (ASD)
I always felt like I was on a different wavelength.,Autism Spectrum Disorder (ASD)
I avoid knives or sharp objects in case i lose control. i avoid knives or sharp objects in case i lose control.,Obsessive-Compulsive Disorder (OCD)
I avoid knives or sharp objects in case I lose control. i avoid knives or sharp objects in case i lose control.,Obsessive-Compulsive Disorder (OCD)
I ask others to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them to confirm my memory of things. i ask them,Obsessive-Compulsive Disorder (OCD)
I ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things. i ask others to confirm my memory of things.,Obsessive-Compulsive Disorder (OCD)
I worry about being contaminated by touching certain people.,Obsessive-Compulsive Disorder (OCD)
I worry about being contaminated by touching certain people. I worry about being contaminated by touching certain people.,Obsessive-Compulsive Disorder (OCD)
I fear ive lied even when i know i havent.,Obsessive-Compulsive Disorder (OCD)
I fear ive lied even when I know i havent.,Obsessive-Compulsive Disorder (OCD)
I can't focus on work until everything around me is in order. i can't focus on work until everything is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything is in order. i can't focus on work until everything is in order. i can't focus on work until everything is in order. i can't focus on work until everything is in order. i can't focus on work until everything is in,Obsessive-Compulsive Disorder (OCD)
I can't focus on work until everything around me is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything around me is in order. i can't focus on work until everything is in order. i can',Obsessive-Compulsive Disorder (OCD)
I spend hours cleaning just one item just to be sure its safe.,Obsessive-Compulsive Disorder (OCD)
I spend hours cleaning one item just to be sure its safe.,Obsessive-Compulsive Disorder (OCD)
I sometimes lose sleep over needing to redo something correctly.,Obsessive-Compulsive Disorder (OCD)
I sometimes lose sleep over needing to redo something.,Obsessive-Compulsive Disorder (OCD)
I dread using public places due to obsessive thoughts.,Obsessive-Compulsive Disorder (OCD)
I dread using public places due to obsessive thoughts. I dread using public places due to obsessive thoughts.,Obsessive-Compulsive Disorder (OCD)
I feel controlled by my routines but i cant stop them.,Obsessive-Compulsive Disorder (OCD)
I feel controlled by my routines but i can't stop them.,Obsessive-Compulsive Disorder (OCD)
How much time do I waste trying to fix my thoughts?,Obsessive-Compulsive Disorder (OCD)
How much time i waste trying to fix my thoughts?,Obsessive-Compulsive Disorder (OCD)
I can't understand facial expressions. I can't always understand facial expressions.,Schizophrenia
I can't always understand facial expressions. I can't always understand facial expressions.,Schizophrenia
Sometimes i believe im someone else entirely. Sometimes i believe in someone else entirely. Sometimes i believe in someone else entirely.,Schizophrenia
Sometimes i believe im someone else entirely. Sometimes i believe in someone else completely. Sometimes i believe in someone else entirely.,Schizophrenia
I cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they fright,Schizophrenia
i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they frighten me. i cover mirrors because they f,Schizophrenia
I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own.,Schizophrenia
I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own. I fear that my thoughts are not my own.,Schizophrenia
I often speak in ways that others say don't make sense.................................................. ,Schizophrenia
"I often speak in ways that others say don't make sense..............................,................... ",Schizophrenia
Why do I hear people calling my name when no one around me is around?,Schizophrenia
I hear people calling my name when there is no one around.,Schizophrenia
I can't tell if something actually happened or i imagined it.,Schizophrenia
I can't tell if something happened or i imagined it.,Schizophrenia
I get scared by things that others don't see.,Schizophrenia
I get scared when I see things that others don't see.,Schizophrenia
I feel completely detached from the world.,Schizophrenia
I feel totally detached from the world.,Schizophrenia
I think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is,Schizophrenia
I think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others. i think my phone is sending my thoughts to others.,Schizophrenia
Why do I feel disconnected from my body?,Post-Traumatic Stress Disorder (PTSD)
I feel disconnected from my body.,Post-Traumatic Stress Disorder (PTSD)
I keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving,Post-Traumatic Stress Disorder (PTSD)
i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep reliving the trauma in my head. i keep re,Post-Traumatic Stress Disorder (PTSD)
I push people away to protect myself. i push people away to protect myself. i push people away to protect myself. i push people away to protect myself. i push people away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to,Post-Traumatic Stress Disorder (PTSD)
I push people away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to protect myself. i push them away to,Post-Traumatic Stress Disorder (PTSD)
I cant remember parts of the event and that scares me.,Post-Traumatic Stress Disorder (PTSD)
I can't remember parts of the event and that scares me.,Post-Traumatic Stress Disorder (PTSD)
I feel like i don't deserve to be happy.,Post-Traumatic Stress Disorder (PTSD)
I feel like i dont deserve to be happy.,Post-Traumatic Stress Disorder (PTSD)
I wish I could forget everything.,Post-Traumatic Stress Disorder (PTSD)
I wish i could forget everything.,Post-Traumatic Stress Disorder (PTSD)
I hate when people say just move on. I hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people say just move on. i hate when people,Post-Traumatic Stress Disorder (PTSD)
I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say just move on. I hate when people say,Post-Traumatic Stress Disorder (PTSD)
How can I lose track of time?,Post-Traumatic Stress Disorder (PTSD)
Why do I lose track of time?,Post-Traumatic Stress Disorder (PTSD)
I am always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always brac,Post-Traumatic Stress Disorder (PTSD)
I'm always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bracing for the worst. Im always bra,Post-Traumatic Stress Disorder (PTSD)
I feel broken in ways no one can see.,Post-Traumatic Stress Disorder (PTSD)
I feel broken in ways that no one can see.,Post-Traumatic Stress Disorder (PTSD)
I think being thin will solve all my problems.,Eating Disorder
I think being thin will solve all my problems. I think being thin will solve all my problems.,Eating Disorder
I worry people will judge me if I eat too much.,Eating Disorder
I worry that people will judge me if I eat too much.,Eating Disorder
I refuse to eat what I didn't cook myself.,Eating Disorder
I refuse to eat anything I didn't cook myself.,Eating Disorder
I feel a sense of failure after every meal.,Eating Disorder
I feel a sense of failure after every meal. I feel a sense of failure after every meal.,Eating Disorder
How do I hide food in my room?,Eating Disorder
Why do I hide food in my room?,Eating Disorder
I follow fitness influencers obsessively. i like them. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too.,Eating Disorder
I follow fitness influencers obsessively. i like them. i like them. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. i like them too. ,Eating Disorder
I celebrate weight loss more than any other achievement.,Eating Disorder
I celebrate weight loss more than any achievement.,Eating Disorder
I hate how I look even when I lose weight.,Eating Disorder
I hate how I look even when I lose weight. What should I do?,Eating Disorder
I fear gaining even a single pound. I fear gaining even a single pound.,Eating Disorder
I fear gaining even a single pound. i fear gaining even a single pound.,Eating Disorder
I wish I could eat like a normal person.,Eating Disorder
I wish i could eat like a normal person.,Eating Disorder
